A�O;MES;DEPARTAMENTO;PROVINCIA;DISTRITO;UBIGEO_HECHO;MODALIDAD;CANTIDAD
2018;1;CAJAMARCA;CAJABAMBA;CACHACHI;60202;Otros;2
2018;1;CAJAMARCA;CAJABAMBA;CAJABAMBA;60201;Estafa;1
2018;1;CAJAMARCA;CAJABAMBA;CAJABAMBA;60201;Hurto;11
2018;1;CAJAMARCA;CAJABAMBA;CAJABAMBA;60201;Otros;14
2018;1;CAJAMARCA;CAJABAMBA;CAJABAMBA;60201;Robo;1
2018;1;CAJAMARCA;CAJABAMBA;CAJABAMBA;60201;Violencia contra la mujer e integrantes;6
2018;1;CAJAMARCA;CAJABAMBA;CONDEBAMBA;60203;Hurto;1
2018;1;CAJAMARCA;CAJAMARCA;CAJAMARCA;60101;Estafa;1
2018;1;CAJAMARCA;CAJAMARCA;CAJAMARCA;60101;Extorsión;1
2018;1;CAJAMARCA;CAJAMARCA;CAJAMARCA;60101;Hurto;83
2018;1;CAJAMARCA;CAJAMARCA;CAJAMARCA;60101;Otros;201
2018;1;CAJAMARCA;CAJAMARCA;CAJAMARCA;60101;Robo;13
2018;1;CAJAMARCA;CAJAMARCA;CAJAMARCA;60101;Violencia contra la mujer e integrantes;41
2018;1;CAJAMARCA;CAJAMARCA;ENCAÑADA;60105;Hurto;1
2018;1;CAJAMARCA;CAJAMARCA;ENCAÑADA;60105;Otros;5
2018;1;CAJAMARCA;CAJAMARCA;JESUS;60106;Hurto;1
2018;1;CAJAMARCA;CAJAMARCA;JESUS;60106;Otros;10
2018;1;CAJAMARCA;CAJAMARCA;LLACANORA;60107;Hurto;1
2018;1;CAJAMARCA;CAJAMARCA;LLACANORA;60107;Otros;4
2018;1;CAJAMARCA;CAJAMARCA;LOS BAÑOS DEL INCA;60108;Hurto;11
2018;1;CAJAMARCA;CAJAMARCA;LOS BAÑOS DEL INCA;60108;Otros;47
2018;1;CAJAMARCA;CAJAMARCA;LOS BAÑOS DEL INCA;60108;Robo;1
2018;1;CAJAMARCA;CAJAMARCA;LOS BAÑOS DEL INCA;60108;Violencia contra la mujer e integrantes;4
2018;1;CAJAMARCA;CAJAMARCA;MAGDALENA;60109;Hurto;1
2018;1;CAJAMARCA;CAJAMARCA;MAGDALENA;60109;Otros;3
2018;1;CAJAMARCA;CAJAMARCA;NAMORA;60111;Hurto;1
2018;1;CAJAMARCA;CAJAMARCA;NAMORA;60111;Otros;4
2018;1;CAJAMARCA;CAJAMARCA;SAN JUAN;60112;Violencia contra la mujer e integrantes;1
2018;1;CAJAMARCA;CELENDIN;CELENDIN;60301;Extorsión;1
2018;1;CAJAMARCA;CELENDIN;CELENDIN;60301;Homicidio;1
2018;1;CAJAMARCA;CELENDIN;CELENDIN;60301;Hurto;5
2018;1;CAJAMARCA;CELENDIN;CELENDIN;60301;Otros;36
2018;1;CAJAMARCA;CELENDIN;CELENDIN;60301;Robo;4
2018;1;CAJAMARCA;CELENDIN;CELENDIN;60301;Violencia contra la mujer e integrantes;3
2018;1;CAJAMARCA;CELENDIN;HUASMIN;60304;Otros;3
2018;1;CAJAMARCA;CELENDIN;JOSE GALVEZ;60306;Hurto;1
2018;1;CAJAMARCA;CELENDIN;JOSE GALVEZ;60306;Otros;2
2018;1;CAJAMARCA;CELENDIN;MIGUEL IGLESIAS;60307;Otros;1
2018;1;CAJAMARCA;CELENDIN;SOROCHUCO;60309;Otros;1
2018;1;CAJAMARCA;CELENDIN;SUCRE;60310;Robo;2
2018;1;CAJAMARCA;CELENDIN;UTCO;60311;Otros;1
2018;1;CAJAMARCA;CHOTA;CHOTA;60401;Estafa;4
2018;1;CAJAMARCA;CHOTA;CHOTA;60401;Hurto;14
2018;1;CAJAMARCA;CHOTA;CHOTA;60401;Otros;38
2018;1;CAJAMARCA;CHOTA;CHOTA;60401;Robo;1
2018;1;CAJAMARCA;CHOTA;CHOTA;60401;Violencia contra la mujer e integrantes;15
2018;1;CAJAMARCA;CHOTA;HUAMBOS;60409;Otros;1
2018;1;CAJAMARCA;CHOTA;LLAMA;60411;Otros;2
2018;1;CAJAMARCA;CHOTA;QUEROCOTO;60415;Otros;1
2018;1;CAJAMARCA;CONTUMAZA;CHILETE;60502;Hurto;1
2018;1;CAJAMARCA;CONTUMAZA;CHILETE;60502;Otros;3
2018;1;CAJAMARCA;CONTUMAZA;CONTUMAZA;60501;Hurto;3
2018;1;CAJAMARCA;CONTUMAZA;CONTUMAZA;60501;Otros;7
2018;1;CAJAMARCA;CONTUMAZA;GUZMANGO;60504;Otros;1
2018;1;CAJAMARCA;CONTUMAZA;TANTARICA;60507;Otros;1
2018;1;CAJAMARCA;CONTUMAZA;YONAN;60508;Hurto;2
2018;1;CAJAMARCA;CONTUMAZA;YONAN;60508;Otros;3
2018;1;CAJAMARCA;CONTUMAZA;YONAN;60508;Robo;1
2018;1;CAJAMARCA;CUTERVO;CUTERVO;60601;Estafa;1
2018;1;CAJAMARCA;CUTERVO;CUTERVO;60601;Homicidio;1
2018;1;CAJAMARCA;CUTERVO;CUTERVO;60601;Hurto;11
2018;1;CAJAMARCA;CUTERVO;CUTERVO;60601;Otros;47
2018;1;CAJAMARCA;CUTERVO;CUTERVO;60601;Robo;2
2018;1;CAJAMARCA;CUTERVO;CUTERVO;60601;Violencia contra la mujer e integrantes;23
2018;1;CAJAMARCA;CUTERVO;QUEROCOTILLO;60607;Robo;1
2018;1;CAJAMARCA;CUTERVO;SANTA CRUZ;60611;Otros;1
2018;1;CAJAMARCA;HUALGAYOC;BAMBAMARCA;60701;Estafa;1
2018;1;CAJAMARCA;HUALGAYOC;BAMBAMARCA;60701;Hurto;4
2018;1;CAJAMARCA;HUALGAYOC;BAMBAMARCA;60701;Otros;32
2018;1;CAJAMARCA;HUALGAYOC;BAMBAMARCA;60701;Violencia contra la mujer e integrantes;11
2018;1;CAJAMARCA;HUALGAYOC;HUALGAYOC;60703;Hurto;2
2018;1;CAJAMARCA;HUALGAYOC;HUALGAYOC;60703;Robo;1
2018;1;CAJAMARCA;JAEN;BELLAVISTA;60802;Hurto;5
2018;1;CAJAMARCA;JAEN;BELLAVISTA;60802;Otros;10
2018;1;CAJAMARCA;JAEN;BELLAVISTA;60802;Violencia contra la mujer e integrantes;3
2018;1;CAJAMARCA;JAEN;HUABAL;60805;Hurto;2
2018;1;CAJAMARCA;JAEN;HUABAL;60805;Otros;3
2018;1;CAJAMARCA;JAEN;HUABAL;60805;Robo;1
2018;1;CAJAMARCA;JAEN;JAEN;60801;Extorsión;1
2018;1;CAJAMARCA;JAEN;JAEN;60801;Homicidio;1
2018;1;CAJAMARCA;JAEN;JAEN;60801;Hurto;129
2018;1;CAJAMARCA;JAEN;JAEN;60801;Otros;99
2018;1;CAJAMARCA;JAEN;JAEN;60801;Robo;15
2018;1;CAJAMARCA;JAEN;JAEN;60801;Violencia contra la mujer e integrantes;33
2018;1;CAJAMARCA;JAEN;LAS PIRIAS;60806;Hurto;2
2018;1;CAJAMARCA;JAEN;LAS PIRIAS;60806;Otros;6
2018;1;CAJAMARCA;JAEN;LAS PIRIAS;60806;Violencia contra la mujer e integrantes;1
2018;1;CAJAMARCA;JAEN;POMAHUACA;60807;Otros;3
2018;1;CAJAMARCA;JAEN;POMAHUACA;60807;Violencia contra la mujer e integrantes;1
2018;1;CAJAMARCA;JAEN;PUCARA;60808;Hurto;2
2018;1;CAJAMARCA;JAEN;PUCARA;60808;Otros;4
2018;1;CAJAMARCA;JAEN;SAN JOSE DEL ALTO;60811;Otros;1
2018;1;CAJAMARCA;JAEN;SANTA ROSA;60812;Hurto;4
2018;1;CAJAMARCA;JAEN;SANTA ROSA;60812;Otros;4
2018;1;CAJAMARCA;JAEN;SANTA ROSA;60812;Robo;1
2018;1;CAJAMARCA;SAN IGNACIO;CHIRINOS;60902;Otros;5
2018;1;CAJAMARCA;SAN IGNACIO;CHIRINOS;60902;Violencia contra la mujer e integrantes;2
2018;1;CAJAMARCA;SAN IGNACIO;LA COIPA;60904;Hurto;1
2018;1;CAJAMARCA;SAN IGNACIO;LA COIPA;60904;Otros;2
2018;1;CAJAMARCA;SAN IGNACIO;SAN IGNACIO;60901;Hurto;5
2018;1;CAJAMARCA;SAN IGNACIO;SAN IGNACIO;60901;Otros;28
2018;1;CAJAMARCA;SAN IGNACIO;SAN IGNACIO;60901;Robo;3
2018;1;CAJAMARCA;SAN IGNACIO;SAN IGNACIO;60901;Violencia contra la mujer e integrantes;6
2018;1;CAJAMARCA;SAN IGNACIO;SAN JOSE DE LOURDES;60906;Hurto;1
2018;1;CAJAMARCA;SAN IGNACIO;SAN JOSE DE LOURDES;60906;Otros;4
2018;1;CAJAMARCA;SAN MARCOS;CHANCAY;61002;Otros;3
2018;1;CAJAMARCA;SAN MARCOS;EDUARDO VILLANUEVA;61003;Otros;3
2018;1;CAJAMARCA;SAN MARCOS;ICHOCAN;61005;Otros;3
2018;1;CAJAMARCA;SAN MARCOS;JOSE MANUEL QUIROZ;61006;Otros;1
2018;1;CAJAMARCA;SAN MARCOS;JOSE SABOGAL;61007;Otros;3
2018;1;CAJAMARCA;SAN MARCOS;JOSE SABOGAL;61007;Violencia contra la mujer e integrantes;1
2018;1;CAJAMARCA;SAN MARCOS;PEDRO GALVEZ;61001;Hurto;4
2018;1;CAJAMARCA;SAN MARCOS;PEDRO GALVEZ;61001;Otros;10
2018;1;CAJAMARCA;SAN MARCOS;PEDRO GALVEZ;61001;Robo;1
2018;1;CAJAMARCA;SAN MARCOS;PEDRO GALVEZ;61001;Violencia contra la mujer e integrantes;10
2018;1;CAJAMARCA;SAN MIGUEL;CALQUIS;61103;Violencia contra la mujer e integrantes;1
2018;1;CAJAMARCA;SAN MIGUEL;CATILLUC;61104;Hurto;1
2018;1;CAJAMARCA;SAN MIGUEL;CATILLUC;61104;Otros;1
2018;1;CAJAMARCA;SAN MIGUEL;LLAPA;61107;Otros;1
2018;1;CAJAMARCA;SAN MIGUEL;NIEPOS;61109;Otros;1
2018;1;CAJAMARCA;SAN MIGUEL;NIEPOS;61109;Robo;1
2018;1;CAJAMARCA;SAN MIGUEL;SAN MIGUEL;61101;Estafa;1
2018;1;CAJAMARCA;SAN MIGUEL;SAN MIGUEL;61101;Otros;3
2018;1;CAJAMARCA;SAN MIGUEL;SAN MIGUEL;61101;Violencia contra la mujer e integrantes;3
2018;1;CAJAMARCA;SAN MIGUEL;SAN SILVESTRE DE COCHAN;61111;Otros;1
2018;1;CAJAMARCA;SAN PABLO;SAN PABLO;61201;Otros;5
2018;1;CAJAMARCA;SAN PABLO;TUMBADEN;61204;Otros;2
2018;1;CAJAMARCA;SANTA CRUZ;ANDABAMBA;61302;Violencia contra la mujer e integrantes;1
2018;1;CAJAMARCA;SANTA CRUZ;CATACHE;61303;Otros;1
2018;1;CAJAMARCA;SANTA CRUZ;SANTA CRUZ;61301;Hurto;2
2018;1;CAJAMARCA;SANTA CRUZ;SANTA CRUZ;61301;Otros;10
2018;1;CAJAMARCA;SANTA CRUZ;SANTA CRUZ;61301;Violencia contra la mujer e integrantes;5
2018;1;CAJAMARCA;SANTA CRUZ;SAUCEPAMPA;61308;Otros;2
2018;2;CAJAMARCA;CAJABAMBA;CACHACHI;60202;Otros;3
2018;2;CAJAMARCA;CAJABAMBA;CAJABAMBA;60201;Hurto;6
2018;2;CAJAMARCA;CAJABAMBA;CAJABAMBA;60201;Otros;23
2018;2;CAJAMARCA;CAJABAMBA;CAJABAMBA;60201;Robo;2
2018;2;CAJAMARCA;CAJABAMBA;CAJABAMBA;60201;Violencia contra la mujer e integrantes;3
2018;2;CAJAMARCA;CAJABAMBA;SITACOCHA;60204;Otros;1
2018;2;CAJAMARCA;CAJAMARCA;CAJAMARCA;60101;Estafa;1
2018;2;CAJAMARCA;CAJAMARCA;CAJAMARCA;60101;Hurto;126
2018;2;CAJAMARCA;CAJAMARCA;CAJAMARCA;60101;Otros;212
2018;2;CAJAMARCA;CAJAMARCA;CAJAMARCA;60101;Robo;14
2018;2;CAJAMARCA;CAJAMARCA;CAJAMARCA;60101;Violencia contra la mujer e integrantes;50
2018;2;CAJAMARCA;CAJAMARCA;ENCAÑADA;60105;Hurto;1
2018;2;CAJAMARCA;CAJAMARCA;ENCAÑADA;60105;Otros;2
2018;2;CAJAMARCA;CAJAMARCA;ENCAÑADA;60105;Violencia contra la mujer e integrantes;1
2018;2;CAJAMARCA;CAJAMARCA;JESUS;60106;Hurto;2
2018;2;CAJAMARCA;CAJAMARCA;JESUS;60106;Otros;9
2018;2;CAJAMARCA;CAJAMARCA;LLACANORA;60107;Hurto;1
2018;2;CAJAMARCA;CAJAMARCA;LLACANORA;60107;Otros;3
2018;2;CAJAMARCA;CAJAMARCA;LLACANORA;60107;Violencia contra la mujer e integrantes;1
2018;2;CAJAMARCA;CAJAMARCA;LOS BAÑOS DEL INCA;60108;Estafa;1
2018;2;CAJAMARCA;CAJAMARCA;LOS BAÑOS DEL INCA;60108;Hurto;10
2018;2;CAJAMARCA;CAJAMARCA;LOS BAÑOS DEL INCA;60108;Otros;26
2018;2;CAJAMARCA;CAJAMARCA;LOS BAÑOS DEL INCA;60108;Robo;1
2018;2;CAJAMARCA;CAJAMARCA;LOS BAÑOS DEL INCA;60108;Violencia contra la mujer e integrantes;4
2018;2;CAJAMARCA;CAJAMARCA;MAGDALENA;60109;Otros;2
2018;2;CAJAMARCA;CAJAMARCA;MATARA;60110;Otros;1
2018;2;CAJAMARCA;CAJAMARCA;NAMORA;60111;Hurto;1
2018;2;CAJAMARCA;CAJAMARCA;NAMORA;60111;Otros;7
2018;2;CAJAMARCA;CAJAMARCA;NAMORA;60111;Robo;1
2018;2;CAJAMARCA;CAJAMARCA;NAMORA;60111;Violencia contra la mujer e integrantes;1
2018;2;CAJAMARCA;CAJAMARCA;SAN JUAN;60112;Otros;2
2018;2;CAJAMARCA;CELENDIN;CELENDIN;60301;Estafa;1
2018;2;CAJAMARCA;CELENDIN;CELENDIN;60301;Homicidio;1
2018;2;CAJAMARCA;CELENDIN;CELENDIN;60301;Hurto;7
2018;2;CAJAMARCA;CELENDIN;CELENDIN;60301;Otros;38
2018;2;CAJAMARCA;CELENDIN;CELENDIN;60301;Robo;2
2018;2;CAJAMARCA;CELENDIN;CELENDIN;60301;Violencia contra la mujer e integrantes;10
2018;2;CAJAMARCA;CELENDIN;JOSE GALVEZ;60306;Otros;1
2018;2;CAJAMARCA;CELENDIN;MIGUEL IGLESIAS;60307;Otros;1
2018;2;CAJAMARCA;CELENDIN;MIGUEL IGLESIAS;60307;Violencia contra la mujer e integrantes;1
2018;2;CAJAMARCA;CELENDIN;OXAMARCA;60308;Otros;3
2018;2;CAJAMARCA;CELENDIN;OXAMARCA;60308;Robo;1
2018;2;CAJAMARCA;CELENDIN;SUCRE;60310;Hurto;1
2018;2;CAJAMARCA;CELENDIN;SUCRE;60310;Otros;2
2018;2;CAJAMARCA;CELENDIN;UTCO;60311;Hurto;2
2018;2;CAJAMARCA;CELENDIN;UTCO;60311;Otros;1
2018;2;CAJAMARCA;CHOTA;CHALAMARCA;60419;Otros;1
2018;2;CAJAMARCA;CHOTA;CHOTA;60401;Estafa;1
2018;2;CAJAMARCA;CHOTA;CHOTA;60401;Hurto;16
2018;2;CAJAMARCA;CHOTA;CHOTA;60401;Otros;50
2018;2;CAJAMARCA;CHOTA;CHOTA;60401;Robo;4
2018;2;CAJAMARCA;CHOTA;CHOTA;60401;Violencia contra la mujer e integrantes;19
2018;2;CAJAMARCA;CHOTA;COCHABAMBA;60407;Otros;1
2018;2;CAJAMARCA;CHOTA;HUAMBOS;60409;Hurto;1
2018;2;CAJAMARCA;CHOTA;HUAMBOS;60409;Otros;3
2018;2;CAJAMARCA;CHOTA;HUAMBOS;60409;Violencia contra la mujer e integrantes;1
2018;2;CAJAMARCA;CHOTA;LLAMA;60411;Hurto;1
2018;2;CAJAMARCA;CHOTA;LLAMA;60411;Otros;6
2018;2;CAJAMARCA;CHOTA;MIRACOSTA;60412;Otros;2
2018;2;CAJAMARCA;CHOTA;TACABAMBA;60417;Otros;1
2018;2;CAJAMARCA;CONTUMAZA;CHILETE;60502;Hurto;1
2018;2;CAJAMARCA;CONTUMAZA;CHILETE;60502;Otros;5
2018;2;CAJAMARCA;CONTUMAZA;CONTUMAZA;60501;Hurto;1
2018;2;CAJAMARCA;CONTUMAZA;CONTUMAZA;60501;Otros;10
2018;2;CAJAMARCA;CONTUMAZA;CONTUMAZA;60501;Violencia contra la mujer e integrantes;1
2018;2;CAJAMARCA;CONTUMAZA;TANTARICA;60507;Otros;1
2018;2;CAJAMARCA;CONTUMAZA;YONAN;60508;Otros;2
2018;2;CAJAMARCA;CUTERVO;CHOROS;60603;Otros;1
2018;2;CAJAMARCA;CUTERVO;CUTERVO;60601;Estafa;1
2018;2;CAJAMARCA;CUTERVO;CUTERVO;60601;Hurto;11
2018;2;CAJAMARCA;CUTERVO;CUTERVO;60601;Otros;30
2018;2;CAJAMARCA;CUTERVO;CUTERVO;60601;Violencia contra la mujer e integrantes;15
2018;2;CAJAMARCA;HUALGAYOC;BAMBAMARCA;60701;Hurto;7
2018;2;CAJAMARCA;HUALGAYOC;BAMBAMARCA;60701;Otros;34
2018;2;CAJAMARCA;HUALGAYOC;BAMBAMARCA;60701;Robo;1
2018;2;CAJAMARCA;HUALGAYOC;BAMBAMARCA;60701;Violencia contra la mujer e integrantes;14
2018;2;CAJAMARCA;HUALGAYOC;HUALGAYOC;60703;Otros;4
2018;2;CAJAMARCA;JAEN;BELLAVISTA;60802;Hurto;2
2018;2;CAJAMARCA;JAEN;BELLAVISTA;60802;Otros;10
2018;2;CAJAMARCA;JAEN;HUABAL;60805;Hurto;1
2018;2;CAJAMARCA;JAEN;HUABAL;60805;Otros;1
2018;2;CAJAMARCA;JAEN;JAEN;60801;Estafa;2
2018;2;CAJAMARCA;JAEN;JAEN;60801;Extorsión;1
2018;2;CAJAMARCA;JAEN;JAEN;60801;Hurto;62
2018;2;CAJAMARCA;JAEN;JAEN;60801;Otros;84
2018;2;CAJAMARCA;JAEN;JAEN;60801;Robo;9
2018;2;CAJAMARCA;JAEN;JAEN;60801;Violencia contra la mujer e integrantes;24
2018;2;CAJAMARCA;JAEN;LAS PIRIAS;60806;Hurto;1
2018;2;CAJAMARCA;JAEN;LAS PIRIAS;60806;Otros;3
2018;2;CAJAMARCA;JAEN;POMAHUACA;60807;Hurto;2
2018;2;CAJAMARCA;JAEN;POMAHUACA;60807;Otros;7
2018;2;CAJAMARCA;JAEN;POMAHUACA;60807;Violencia contra la mujer e integrantes;1
2018;2;CAJAMARCA;JAEN;PUCARA;60808;Otros;2
2018;2;CAJAMARCA;JAEN;PUCARA;60808;Robo;1
2018;2;CAJAMARCA;JAEN;PUCARA;60808;Violencia contra la mujer e integrantes;2
2018;2;CAJAMARCA;JAEN;SAN JOSE DEL ALTO;60811;Otros;1
2018;2;CAJAMARCA;JAEN;SANTA ROSA;60812;Otros;1
2018;2;CAJAMARCA;SAN IGNACIO;CHIRINOS;60902;Otros;1
2018;2;CAJAMARCA;SAN IGNACIO;SAN IGNACIO;60901;Hurto;6
2018;2;CAJAMARCA;SAN IGNACIO;SAN IGNACIO;60901;Otros;18
2018;2;CAJAMARCA;SAN IGNACIO;SAN IGNACIO;60901;Violencia contra la mujer e integrantes;7
2018;2;CAJAMARCA;SAN IGNACIO;SAN JOSE DE LOURDES;60906;Otros;2
2018;2;CAJAMARCA;SAN IGNACIO;SAN JOSE DE LOURDES;60906;Robo;1
2018;2;CAJAMARCA;SAN MARCOS;EDUARDO VILLANUEVA;61003;Otros;4
2018;2;CAJAMARCA;SAN MARCOS;EDUARDO VILLANUEVA;61003;Robo;1
2018;2;CAJAMARCA;SAN MARCOS;ICHOCAN;61005;Violencia contra la mujer e integrantes;1
2018;2;CAJAMARCA;SAN MARCOS;PEDRO GALVEZ;61001;Extorsión;1
2018;2;CAJAMARCA;SAN MARCOS;PEDRO GALVEZ;61001;Hurto;4
2018;2;CAJAMARCA;SAN MARCOS;PEDRO GALVEZ;61001;Otros;7
2018;2;CAJAMARCA;SAN MARCOS;PEDRO GALVEZ;61001;Violencia contra la mujer e integrantes;8
2018;2;CAJAMARCA;SAN MIGUEL;BOLIVAR;61102;Otros;1
2018;2;CAJAMARCA;SAN MIGUEL;CALQUIS;61103;Otros;1
2018;2;CAJAMARCA;SAN MIGUEL;CATILLUC;61104;Hurto;1
2018;2;CAJAMARCA;SAN MIGUEL;CATILLUC;61104;Otros;1
2018;2;CAJAMARCA;SAN MIGUEL;EL PRADO;61105;Otros;2
2018;2;CAJAMARCA;SAN MIGUEL;EL PRADO;61105;Violencia contra la mujer e integrantes;1
2018;2;CAJAMARCA;SAN MIGUEL;NIEPOS;61109;Otros;4
2018;2;CAJAMARCA;SAN MIGUEL;NIEPOS;61109;Violencia contra la mujer e integrantes;1
2018;2;CAJAMARCA;SAN MIGUEL;SAN MIGUEL;61101;Otros;3
2018;2;CAJAMARCA;SAN MIGUEL;SAN MIGUEL;61101;Violencia contra la mujer e integrantes;2
2018;2;CAJAMARCA;SAN PABLO;SAN PABLO;61201;Hurto;1
2018;2;CAJAMARCA;SAN PABLO;SAN PABLO;61201;Otros;4
2018;2;CAJAMARCA;SAN PABLO;SAN PABLO;61201;Violencia contra la mujer e integrantes;1
2018;2;CAJAMARCA;SANTA CRUZ;ANDABAMBA;61302;Otros;1
2018;2;CAJAMARCA;SANTA CRUZ;ANDABAMBA;61302;Violencia contra la mujer e integrantes;1
2018;2;CAJAMARCA;SANTA CRUZ;SANTA CRUZ;61301;Hurto;1
2018;2;CAJAMARCA;SANTA CRUZ;SANTA CRUZ;61301;Otros;17
2018;2;CAJAMARCA;SANTA CRUZ;SANTA CRUZ;61301;Violencia contra la mujer e integrantes;5
2018;2;CAJAMARCA;SANTA CRUZ;YAUYUCAN;61311;Otros;1
2018;3;CAJAMARCA;CAJABAMBA;CACHACHI;60202;Hurto;3
2018;3;CAJAMARCA;CAJABAMBA;CACHACHI;60202;Otros;3
2018;3;CAJAMARCA;CAJABAMBA;CAJABAMBA;60201;Estafa;1
2018;3;CAJAMARCA;CAJABAMBA;CAJABAMBA;60201;Extorsión;4
2018;3;CAJAMARCA;CAJABAMBA;CAJABAMBA;60201;Hurto;9
2018;3;CAJAMARCA;CAJABAMBA;CAJABAMBA;60201;Otros;26
2018;3;CAJAMARCA;CAJABAMBA;CAJABAMBA;60201;Violencia contra la mujer e integrantes;4
2018;3;CAJAMARCA;CAJAMARCA;CAJAMARCA;60101;Estafa;2
2018;3;CAJAMARCA;CAJAMARCA;CAJAMARCA;60101;Hurto;123
2018;3;CAJAMARCA;CAJAMARCA;CAJAMARCA;60101;Otros;240
2018;3;CAJAMARCA;CAJAMARCA;CAJAMARCA;60101;Robo;24
2018;3;CAJAMARCA;CAJAMARCA;CAJAMARCA;60101;Violencia contra la mujer e integrantes;61
2018;3;CAJAMARCA;CAJAMARCA;ENCAÑADA;60105;Hurto;1
2018;3;CAJAMARCA;CAJAMARCA;ENCAÑADA;60105;Otros;3
2018;3;CAJAMARCA;CAJAMARCA;ENCAÑADA;60105;Violencia contra la mujer e integrantes;1
2018;3;CAJAMARCA;CAJAMARCA;JESUS;60106;Hurto;1
2018;3;CAJAMARCA;CAJAMARCA;JESUS;60106;Otros;10
2018;3;CAJAMARCA;CAJAMARCA;LLACANORA;60107;Hurto;2
2018;3;CAJAMARCA;CAJAMARCA;LLACANORA;60107;Otros;4
2018;3;CAJAMARCA;CAJAMARCA;LOS BAÑOS DEL INCA;60108;Homicidio;1
2018;3;CAJAMARCA;CAJAMARCA;LOS BAÑOS DEL INCA;60108;Hurto;7
2018;3;CAJAMARCA;CAJAMARCA;LOS BAÑOS DEL INCA;60108;Otros;33
2018;3;CAJAMARCA;CAJAMARCA;LOS BAÑOS DEL INCA;60108;Violencia contra la mujer e integrantes;6
2018;3;CAJAMARCA;CAJAMARCA;NAMORA;60111;Otros;9
2018;3;CAJAMARCA;CAJAMARCA;SAN JUAN;60112;Extorsión;1
2018;3;CAJAMARCA;CAJAMARCA;SAN JUAN;60112;Otros;4
2018;3;CAJAMARCA;CELENDIN;CELENDIN;60301;Hurto;7
2018;3;CAJAMARCA;CELENDIN;CELENDIN;60301;Otros;25
2018;3;CAJAMARCA;CELENDIN;CELENDIN;60301;Robo;1
2018;3;CAJAMARCA;CELENDIN;CELENDIN;60301;Violencia contra la mujer e integrantes;10
2018;3;CAJAMARCA;CELENDIN;HUASMIN;60304;Otros;4
2018;3;CAJAMARCA;CELENDIN;HUASMIN;60304;Violencia contra la mujer e integrantes;1
2018;3;CAJAMARCA;CELENDIN;JOSE GALVEZ;60306;Otros;2
2018;3;CAJAMARCA;CELENDIN;JOSE GALVEZ;60306;Violencia contra la mujer e integrantes;1
2018;3;CAJAMARCA;CELENDIN;OXAMARCA;60308;Otros;1
2018;3;CAJAMARCA;CELENDIN;SUCRE;60310;Hurto;2
2018;3;CAJAMARCA;CELENDIN;SUCRE;60310;Otros;3
2018;3;CAJAMARCA;CELENDIN;SUCRE;60310;Robo;1
2018;3;CAJAMARCA;CHOTA;CHOTA;60401;Estafa;2
2018;3;CAJAMARCA;CHOTA;CHOTA;60401;Hurto;11
2018;3;CAJAMARCA;CHOTA;CHOTA;60401;Otros;52
2018;3;CAJAMARCA;CHOTA;CHOTA;60401;Violencia contra la mujer e integrantes;22
2018;3;CAJAMARCA;CHOTA;HUAMBOS;60409;Otros;1
2018;3;CAJAMARCA;CHOTA;HUAMBOS;60409;Violencia contra la mujer e integrantes;2
2018;3;CAJAMARCA;CHOTA;LLAMA;60411;Otros;5
2018;3;CAJAMARCA;CHOTA;LLAMA;60411;Violencia contra la mujer e integrantes;1
2018;3;CAJAMARCA;CHOTA;MIRACOSTA;60412;Otros;1
2018;3;CAJAMARCA;CONTUMAZA;CHILETE;60502;Otros;4
2018;3;CAJAMARCA;CONTUMAZA;CONTUMAZA;60501;Homicidio;1
2018;3;CAJAMARCA;CONTUMAZA;CONTUMAZA;60501;Hurto;2
2018;3;CAJAMARCA;CONTUMAZA;CONTUMAZA;60501;Otros;6
2018;3;CAJAMARCA;CONTUMAZA;CONTUMAZA;60501;Robo;1
2018;3;CAJAMARCA;CONTUMAZA;CONTUMAZA;60501;Violencia contra la mujer e integrantes;1
2018;3;CAJAMARCA;CONTUMAZA;TANTARICA;60507;Robo;2
2018;3;CAJAMARCA;CONTUMAZA;YONAN;60508;Extorsión;1
2018;3;CAJAMARCA;CONTUMAZA;YONAN;60508;Hurto;1
2018;3;CAJAMARCA;CONTUMAZA;YONAN;60508;Otros;1
2018;3;CAJAMARCA;CONTUMAZA;YONAN;60508;Violencia contra la mujer e integrantes;6
2018;3;CAJAMARCA;CUTERVO;CHOROS;60603;Otros;1
2018;3;CAJAMARCA;CUTERVO;CUTERVO;60601;Estafa;1
2018;3;CAJAMARCA;CUTERVO;CUTERVO;60601;Hurto;10
2018;3;CAJAMARCA;CUTERVO;CUTERVO;60601;Otros;46
2018;3;CAJAMARCA;CUTERVO;CUTERVO;60601;Violencia contra la mujer e integrantes;7
2018;3;CAJAMARCA;HUALGAYOC;BAMBAMARCA;60701;Hurto;4
2018;3;CAJAMARCA;HUALGAYOC;BAMBAMARCA;60701;Otros;33
2018;3;CAJAMARCA;HUALGAYOC;BAMBAMARCA;60701;Violencia contra la mujer e integrantes;9
2018;3;CAJAMARCA;HUALGAYOC;HUALGAYOC;60703;Hurto;1
2018;3;CAJAMARCA;HUALGAYOC;HUALGAYOC;60703;Otros;8
2018;3;CAJAMARCA;HUALGAYOC;HUALGAYOC;60703;Violencia contra la mujer e integrantes;1
2018;3;CAJAMARCA;JAEN;BELLAVISTA;60802;Hurto;2
